#    L    TT             EE             BB             TE             PP             TP             EP          
   726   0.256304E+04   0.117833E+02   0.000000E+00  -0.405605E+02   0.691629E-08   0.166380E-06  -0.267567E-06
   727   0.255956E+04   0.117451E+02   0.000000E+00  -0.382941E+02   0.690124E-08   0.163577E-06  -0.254865E-06
   728   0.255584E+04   0.117144E+02   0.000000E+00  -0.360272E+02   0.688624E-08   0.159989E-06  -0.242181E-06
   729   0.255186E+04   0.116914E+02   0.000000E+00  -0.337590E+02   0.687130E-08   0.155621E-06  -0.229517E-06
   730   0.254764E+04   0.116758E+02   0.000000E+00  -0.314928E+02   0.685640E-08   0.150477E-06  -0.216875E-06
   731   0.254317E+04   0.116679E+02   0.000000E+00  -0.292292E+02   0.684155E-08   0.144564E-06  -0.204257E-06
   732   0.253846E+04   0.116676E+02   0.000000E+00  -0.269684E+02   0.682675E-08   0.137886E-06  -0.191665E-06
   733   0.253350E+04   0.116751E+02   0.000000E+00  -0.247126E+02   0.681199E-08   0.130447E-06  -0.179099E-06
   734   0.252830E+04   0.116902E+02   0.000000E+00  -0.224620E+02   0.679728E-08   0.122254E-06  -0.166563E-06
   735   0.252285E+04   0.117132E+02   0.000000E+00  -0.202196E+02   0.678262E-08   0.113310E-06  -0.154058E-06
   736   0.251716E+04   0.117440E+02   0.000000E+00  -0.179855E+02   0.676801E-08   0.103622E-06  -0.141586E-06
   737   0.251122E+04   0.117828E+02   0.000000E+00  -0.157613E+02   0.675344E-08   0.931930E-07  -0.129148E-06
   738   0.250505E+04   0.118295E+02   0.000000E+00  -0.135484E+02   0.673892E-08   0.820293E-07  -0.116747E-06
   739   0.249863E+04   0.118842E+02   0.000000E+00  -0.113478E+02   0.672445E-08   0.701356E-07  -0.104384E-06
   740   0.249197E+04   0.119471E+02   0.000000E+00  -0.916032E+01   0.671002E-08   0.575169E-07  -0.920608E-07
   741   0.248506E+04   0.120181E+02   0.000000E+00  -0.698892E+01   0.669564E-08   0.441781E-07  -0.797799E-07
   742   0.247791E+04   0.120974E+02   0.000000E+00  -0.483445E+01   0.668130E-08   0.301242E-07  -0.675427E-07
   743   0.247053E+04   0.121849E+02   0.000000E+00  -0.269774E+01   0.666701E-08   0.153603E-07  -0.553511E-07
   744   0.246289E+04   0.122809E+02   0.000000E+00  -0.580367E+00   0.665276E-08  -0.108584E-09  -0.432069E-07
   745   0.245502E+04   0.123853E+02   0.000000E+00   0.151611E+01   0.663856E-08  -0.162776E-07  -0.311120E-07
   746   0.244690E+04   0.124983E+02   0.000000E+00   0.358939E+01   0.662440E-08  -0.331416E-07  -0.190680E-07
   747   0.243853E+04   0.126199E+02   0.000000E+00   0.563938E+01   0.661029E-08  -0.506956E-07  -0.707701E-08
   748   0.242993E+04   0.127500E+02   0.000000E+00   0.766377E+01   0.659622E-08  -0.689348E-07   0.485934E-08
   749   0.242109E+04   0.128889E+02   0.000000E+00   0.966101E+01   0.658220E-08  -0.878539E-07   0.167392E-07
   750   0.241200E+04   0.130366E+02   0.000000E+00   0.116295E+02   0.656821E-08  -0.107448E-06   0.285606E-07
   751   0.240268E+04   0.131930E+02   0.000000E+00   0.135687E+02   0.655427E-08  -0.127711E-06   0.403221E-07
   752   0.239311E+04   0.133581E+02   0.000000E+00   0.154783E+02   0.654038E-08  -0.148630E-06   0.520223E-07
   753   0.238332E+04   0.135316E+02   0.000000E+00   0.173567E+02   0.652653E-08  -0.170190E-06   0.636601E-07
   754   0.237330E+04   0.137134E+02   0.000000E+00   0.192053E+02   0.651271E-08  -0.192379E-06   0.752346E-07
   755   0.236307E+04   0.139033E+02   0.000000E+00   0.210233E+02   0.649895E-08  -0.215181E-06   0.867447E-07
   756   0.235261E+04   0.141012E+02   0.000000E+00   0.228105E+02   0.648522E-08  -0.238583E-06   0.981892E-07
   757   0.234195E+04   0.143069E+02   0.000000E+00   0.245670E+02   0.647154E-08  -0.262571E-06   0.109567E-06
   758   0.233110E+04   0.145201E+02   0.000000E+00   0.262912E+02   0.645790E-08  -0.287130E-06   0.120877E-06
   759   0.232005E+04   0.147409E+02   0.000000E+00   0.279844E+02   0.644430E-08  -0.312247E-06   0.132119E-06
   760   0.230881E+04   0.149689E+02   0.000000E+00   0.296459E+02   0.643074E-08  -0.337908E-06   0.143291E-06
   761   0.229739E+04   0.152041E+02   0.000000E+00   0.312755E+02   0.641723E-08  -0.364097E-06   0.154391E-06
   762   0.228579E+04   0.154461E+02   0.000000E+00   0.328732E+02   0.640375E-08  -0.390803E-06   0.165420E-06
   763   0.227402E+04   0.156949E+02   0.000000E+00   0.344381E+02   0.639032E-08  -0.418009E-06   0.176376E-06
   764   0.226207E+04   0.159502E+02   0.000000E+00   0.359717E+02   0.637693E-08  -0.445703E-06   0.187258E-06
   765   0.224996E+04   0.162118E+02   0.000000E+00   0.374724E+02   0.636358E-08  -0.473870E-06   0.198064E-06
   766   0.223769E+04   0.164796E+02   0.000000E+00   0.389409E+02   0.635027E-08  -0.502496E-06   0.208794E-06
   767   0.222525E+04   0.167533E+02   0.000000E+00   0.403770E+02   0.633700E-08  -0.531567E-06   0.219447E-06
   768   0.221266E+04   0.170328E+02   0.000000E+00   0.417807E+02   0.632377E-08  -0.561070E-06   0.230022E-06
   769   0.219992E+04   0.173180E+02   0.000000E+00   0.431504E+02   0.631058E-08  -0.590989E-06   0.240517E-06
   770   0.218704E+04   0.176086E+02   0.000000E+00   0.444861E+02   0.629743E-08  -0.621311E-06   0.250931E-06
   771   0.217401E+04   0.179045E+02   0.000000E+00   0.457876E+02   0.628432E-08  -0.652022E-06   0.261264E-06
   772   0.216085E+04   0.182056E+02   0.000000E+00   0.470550E+02   0.627125E-08  -0.683107E-06   0.271515E-06
   773   0.214756E+04   0.185117E+02   0.000000E+00   0.482865E+02   0.625822E-08  -0.714554E-06   0.281681E-06
   774   0.213414E+04   0.188226E+02   0.000000E+00   0.494822E+02   0.624523E-08  -0.746347E-06   0.291763E-06
   775   0.212060E+04   0.191381E+02   0.000000E+00   0.506419E+02   0.623228E-08  -0.778473E-06   0.301759E-06
   776   0.210696E+04   0.194580E+02   0.000000E+00   0.517641E+02   0.621936E-08  -0.810917E-06   0.311667E-06
   777   0.209322E+04   0.197822E+02   0.000000E+00   0.528495E+02   0.620649E-08  -0.843666E-06   0.321488E-06
   778   0.207938E+04   0.201105E+02   0.000000E+00   0.538965E+02   0.619366E-08  -0.876705E-06   0.331220E-06
   779   0.206546E+04   0.204426E+02   0.000000E+00   0.549057E+02   0.618086E-08  -0.910020E-06   0.340861E-06
   780   0.205145E+04   0.207785E+02   0.000000E+00   0.558748E+02   0.616810E-08  -0.943598E-06   0.350411E-06
   781   0.203738E+04   0.211178E+02   0.000000E+00   0.568045E+02   0.615538E-08  -0.977424E-06   0.359869E-06
   782   0.202324E+04   0.214604E+02   0.000000E+00   0.576941E+02   0.614270E-08  -0.101148E-05   0.369234E-06
   783   0.200904E+04   0.218061E+02   0.000000E+00   0.585440E+02   0.613006E-08  -0.104576E-05   0.378504E-06
   784   0.199479E+04   0.221546E+02   0.000000E+00   0.593528E+02   0.611745E-08  -0.108025E-05   0.387678E-06
   785   0.198048E+04   0.225059E+02   0.000000E+00   0.601212E+02   0.610488E-08  -0.111493E-05   0.396756E-06
   786   0.196611E+04   0.228596E+02   0.000000E+00   0.608490E+02   0.609235E-08  -0.114979E-05   0.405736E-06
   787   0.195171E+04   0.232155E+02   0.000000E+00   0.615347E+02   0.607986E-08  -0.118481E-05   0.414617E-06
   788   0.193726E+04   0.235736E+02   0.000000E+00   0.621797E+02   0.606740E-08  -0.121998E-05   0.423399E-06
   789   0.192277E+04   0.239335E+02   0.000000E+00   0.627816E+02   0.605498E-08  -0.125528E-05   0.432080E-06
   790   0.190826E+04   0.242952E+02   0.000000E+00   0.633412E+02   0.604259E-08  -0.129071E-05   0.440658E-06
   791   0.189372E+04   0.246584E+02   0.000000E+00   0.638554E+02   0.603025E-08  -0.132625E-05   0.449134E-06
   792   0.187918E+04   0.250231E+02   0.000000E+00   0.643249E+02   0.601794E-08  -0.136188E-05   0.457505E-06
   793   0.186462E+04   0.253891E+02   0.000000E+00   0.647480E+02   0.600566E-08  -0.139758E-05   0.465771E-06
   794   0.185007E+04   0.257561E+02   0.000000E+00   0.651240E+02   0.599342E-08  -0.143336E-05   0.473931E-06
   795   0.183552E+04   0.261241E+02   0.000000E+00   0.654513E+02   0.598122E-08  -0.146918E-05   0.481984E-06
   796   0.182099E+04   0.264927E+02   0.000000E+00   0.657306E+02   0.596905E-08  -0.150505E-05   0.489928E-06
   797   0.180648E+04   0.268617E+02   0.000000E+00   0.659602E+02   0.595692E-08  -0.154093E-05   0.497763E-06
   798   0.179201E+04   0.272309E+02   0.000000E+00   0.661402E+02   0.594483E-08  -0.157683E-05   0.505487E-06
   799   0.177759E+04   0.276000E+02   0.000000E+00   0.662696E+02   0.593277E-08  -0.161272E-05   0.513100E-06
   800   0.176321E+04   0.279688E+02   0.000000E+00   0.663492E+02   0.592074E-08  -0.164859E-05   0.520600E-06
   801   0.174889E+04   0.283370E+02   0.000000E+00   0.663769E+02   0.590875E-08  -0.168444E-05   0.527986E-06
   802   0.173464E+04   0.287044E+02   0.000000E+00   0.663547E+02   0.589680E-08  -0.172024E-05   0.535259E-06
   803   0.172044E+04   0.290711E+02   0.000000E+00   0.662831E+02   0.588487E-08  -0.175601E-05   0.542418E-06
   804   0.170631E+04   0.294367E+02   0.000000E+00   0.661623E+02   0.587299E-08  -0.179175E-05   0.549463E-06
   805   0.169224E+04   0.298015E+02   0.000000E+00   0.659944E+02   0.586113E-08  -0.182744E-05   0.556395E-06
   806   0.167823E+04   0.301651E+02   0.000000E+00   0.657786E+02   0.584932E-08  -0.186310E-05   0.563213E-06
   807   0.166427E+04   0.305276E+02   0.000000E+00   0.655179E+02   0.583753E-08  -0.189872E-05   0.569917E-06
   808   0.165037E+04   0.308888E+02   0.000000E+00   0.652107E+02   0.582578E-08  -0.193429E-05   0.576509E-06
   809   0.163652E+04   0.312486E+02   0.000000E+00   0.648593E+02   0.581407E-08  -0.196982E-05   0.582987E-06
   810   0.162274E+04   0.316069E+02   0.000000E+00   0.644643E+02   0.580238E-08  -0.200530E-05   0.589351E-06
   811   0.160901E+04   0.319636E+02   0.000000E+00   0.640256E+02   0.579074E-08  -0.204074E-05   0.595603E-06
   812   0.159537E+04   0.323184E+02   0.000000E+00   0.635439E+02   0.577912E-08  -0.207612E-05   0.601741E-06
   813   0.158181E+04   0.326711E+02   0.000000E+00   0.630198E+02   0.576754E-08  -0.211146E-05   0.607766E-06
   814   0.156834E+04   0.330218E+02   0.000000E+00   0.624537E+02   0.575599E-08  -0.214675E-05   0.613677E-06
   815   0.155496E+04   0.333700E+02   0.000000E+00   0.618463E+02   0.574448E-08  -0.218198E-05   0.619476E-06
   816   0.154169E+04   0.337157E+02   0.000000E+00   0.611981E+02   0.573299E-08  -0.221717E-05   0.625162E-06
   817   0.152851E+04   0.340589E+02   0.000000E+00   0.605101E+02   0.572155E-08  -0.225229E-05   0.630735E-06
   818   0.151544E+04   0.343992E+02   0.000000E+00   0.597834E+02   0.571013E-08  -0.228736E-05   0.636194E-06
   819   0.150247E+04   0.347365E+02   0.000000E+00   0.590192E+02   0.569875E-08  -0.232237E-05   0.641541E-06
   820   0.148959E+04   0.350709E+02   0.000000E+00   0.582183E+02   0.568739E-08  -0.235732E-05   0.646776E-06
   821   0.147681E+04   0.354020E+02   0.000000E+00   0.573818E+02   0.567608E-08  -0.239222E-05   0.651897E-06
   822   0.146411E+04   0.357298E+02   0.000000E+00   0.565110E+02   0.566479E-08  -0.242704E-05   0.656905E-06
   823   0.145151E+04   0.360541E+02   0.000000E+00   0.556068E+02   0.565354E-08  -0.246181E-05   0.661801E-06
   824   0.143901E+04   0.363747E+02   0.000000E+00   0.546695E+02   0.564232E-08  -0.249651E-05   0.666585E-06
   825   0.142662E+04   0.366915E+02   0.000000E+00   0.536994E+02   0.563113E-08  -0.253114E-05   0.671255E-06
   826   0.141434E+04   0.370042E+02   0.000000E+00   0.526968E+02   0.561997E-08  -0.256571E-05   0.675814E-06
   827   0.140220E+04   0.373127E+02   0.000000E+00   0.516620E+02   0.560884E-08  -0.260021E-05   0.680259E-06
   828   0.139018E+04   0.376168E+02   0.000000E+00   0.505953E+02   0.559775E-08  -0.263464E-05   0.684593E-06
   829   0.137831E+04   0.379163E+02   0.000000E+00   0.494970E+02   0.558669E-08  -0.266899E-05   0.688814E-06
   830   0.136659E+04   0.382110E+02   0.000000E+00   0.483675E+02   0.557566E-08  -0.270327E-05   0.692922E-06
   831   0.135503E+04   0.385008E+02   0.000000E+00   0.472078E+02   0.556466E-08  -0.273748E-05   0.696919E-06
   832   0.134362E+04   0.387853E+02   0.000000E+00   0.460188E+02   0.555369E-08  -0.277161E-05   0.700803E-06
   833   0.133236E+04   0.390646E+02   0.000000E+00   0.448019E+02   0.554276E-08  -0.280566E-05   0.704575E-06
   834   0.132126E+04   0.393383E+02   0.000000E+00   0.435581E+02   0.553185E-08  -0.283964E-05   0.708234E-06
   835   0.131030E+04   0.396064E+02   0.000000E+00   0.422883E+02   0.552098E-08  -0.287353E-05   0.711782E-06
   836   0.129949E+04   0.398686E+02   0.000000E+00   0.409939E+02   0.551013E-08  -0.290734E-05   0.715218E-06
   837   0.128883E+04   0.401248E+02   0.000000E+00   0.396757E+02   0.549932E-08  -0.294107E-05   0.718541E-06
   838   0.127834E+04   0.403748E+02   0.000000E+00   0.383343E+02   0.548854E-08  -0.297472E-05   0.721753E-06
   839   0.126800E+04   0.406182E+02   0.000000E+00   0.369702E+02   0.547778E-08  -0.300828E-05   0.724853E-06
   840   0.125784E+04   0.408549E+02   0.000000E+00   0.355838E+02   0.546706E-08  -0.304175E-05   0.727841E-06
   841   0.124787E+04   0.410846E+02   0.000000E+00   0.341756E+02   0.545637E-08  -0.307513E-05   0.730718E-06
   842   0.123810E+04   0.413070E+02   0.000000E+00   0.327460E+02   0.544571E-08  -0.310842E-05   0.733482E-06
   843   0.122852E+04   0.415219E+02   0.000000E+00   0.312955E+02   0.543508E-08  -0.314163E-05   0.736135E-06
   844   0.121916E+04   0.417291E+02   0.000000E+00   0.298246E+02   0.542448E-08  -0.317473E-05   0.738676E-06
   845   0.121001E+04   0.419283E+02   0.000000E+00   0.283343E+02   0.541390E-08  -0.320775E-05   0.741106E-06
   846   0.120109E+04   0.421195E+02   0.000000E+00   0.268251E+02   0.540336E-08  -0.324067E-05   0.743424E-06
   847   0.119237E+04   0.423023E+02   0.000000E+00   0.252982E+02   0.539285E-08  -0.327349E-05   0.745631E-06
   848   0.118388E+04   0.424766E+02   0.000000E+00   0.237544E+02   0.538237E-08  -0.330621E-05   0.747726E-06
   849   0.117561E+04   0.426423E+02   0.000000E+00   0.221945E+02   0.537191E-08  -0.333884E-05   0.749710E-06
   850   0.116755E+04   0.427991E+02   0.000000E+00   0.206194E+02   0.536149E-08  -0.337136E-05   0.751582E-06
   851   0.115972E+04   0.429469E+02   0.000000E+00   0.190301E+02   0.535109E-08  -0.340378E-05   0.753343E-06
   852   0.115211E+04   0.430857E+02   0.000000E+00   0.174273E+02   0.534073E-08  -0.343608E-05   0.754994E-06
   853   0.114473E+04   0.432155E+02   0.000000E+00   0.158118E+02   0.533039E-08  -0.346828E-05   0.756534E-06
   854   0.113756E+04   0.433363E+02   0.000000E+00   0.141846E+02   0.532008E-08  -0.350035E-05   0.757965E-06
   855   0.113063E+04   0.434482E+02   0.000000E+00   0.125463E+02   0.530980E-08  -0.353229E-05   0.759287E-06
   856   0.112391E+04   0.435513E+02   0.000000E+00   0.108979E+02   0.529955E-08  -0.356409E-05   0.760500E-06
   857   0.111743E+04   0.436454E+02   0.000000E+00   0.924014E+01   0.528932E-08  -0.359575E-05   0.761605E-06
   858   0.111118E+04   0.437309E+02   0.000000E+00   0.757379E+01   0.527913E-08  -0.362727E-05   0.762603E-06
   859   0.110514E+04   0.438076E+02   0.000000E+00   0.589936E+01   0.526896E-08  -0.365862E-05   0.763494E-06
   860   0.109933E+04   0.438758E+02   0.000000E+00   0.421735E+01   0.525882E-08  -0.368981E-05   0.764279E-06
   861   0.109373E+04   0.439355E+02   0.000000E+00   0.252820E+01   0.524871E-08  -0.372083E-05   0.764958E-06
   862   0.108835E+04   0.439869E+02   0.000000E+00   0.832363E+00   0.523863E-08  -0.375168E-05   0.765532E-06
   863   0.108318E+04   0.440301E+02   0.000000E+00  -0.869660E+00   0.522858E-08  -0.378234E-05   0.766001E-06
   864   0.107821E+04   0.440652E+02   0.000000E+00  -0.257750E+01   0.521855E-08  -0.381281E-05   0.766367E-06
   865   0.107345E+04   0.440924E+02   0.000000E+00  -0.429050E+01   0.520855E-08  -0.384308E-05   0.766629E-06
   866   0.106889E+04   0.441116E+02   0.000000E+00  -0.600770E+01   0.519858E-08  -0.387315E-05   0.766787E-06
   867   0.106453E+04   0.441230E+02   0.000000E+00  -0.772776E+01   0.518864E-08  -0.390301E-05   0.766844E-06
   868   0.106035E+04   0.441265E+02   0.000000E+00  -0.944974E+01   0.517873E-08  -0.393265E-05   0.766799E-06
   869   0.105638E+04   0.441222E+02   0.000000E+00  -0.111723E+02   0.516884E-08  -0.396207E-05   0.766652E-06
   870   0.105258E+04   0.441102E+02   0.000000E+00  -0.128944E+02   0.515898E-08  -0.399126E-05   0.766405E-06
   871   0.104897E+04   0.440905E+02   0.000000E+00  -0.146148E+02   0.514915E-08  -0.402021E-05   0.766057E-06
   872   0.104555E+04   0.440631E+02   0.000000E+00  -0.163323E+02   0.513934E-08  -0.404891E-05   0.765610E-06
   873   0.104230E+04   0.440280E+02   0.000000E+00  -0.180463E+02   0.512956E-08  -0.407736E-05   0.765064E-06
   874   0.103923E+04   0.439853E+02   0.000000E+00  -0.197559E+02   0.511981E-08  -0.410556E-05   0.764420E-06
   875   0.103635E+04   0.439351E+02   0.000000E+00  -0.214604E+02   0.511009E-08  -0.413349E-05   0.763677E-06
   876   0.103365E+04   0.438772E+02   0.000000E+00  -0.231589E+02   0.510039E-08  -0.416115E-05   0.762837E-06
   877   0.103112E+04   0.438118E+02   0.000000E+00  -0.248508E+02   0.509072E-08  -0.418853E-05   0.761901E-06
   878   0.102879E+04   0.437388E+02   0.000000E+00  -0.265352E+02   0.508108E-08  -0.421563E-05   0.760868E-06
   879   0.102663E+04   0.436584E+02   0.000000E+00  -0.282114E+02   0.507146E-08  -0.424244E-05   0.759739E-06
   880   0.102466E+04   0.435705E+02   0.000000E+00  -0.298785E+02   0.506187E-08  -0.426894E-05   0.758516E-06
   881   0.102286E+04   0.434751E+02   0.000000E+00  -0.315357E+02   0.505231E-08  -0.429515E-05   0.757198E-06
   882   0.102124E+04   0.433725E+02   0.000000E+00  -0.331821E+02   0.504277E-08  -0.432104E-05   0.755785E-06
   883   0.101979E+04   0.432625E+02   0.000000E+00  -0.348171E+02   0.503326E-08  -0.434661E-05   0.754279E-06
   884   0.101850E+04   0.431453E+02   0.000000E+00  -0.364395E+02   0.502378E-08  -0.437185E-05   0.752681E-06
   885   0.101738E+04   0.430210E+02   0.000000E+00  -0.380488E+02   0.501432E-08  -0.439677E-05   0.750990E-06
   886   0.101642E+04   0.428895E+02   0.000000E+00  -0.396439E+02   0.500489E-08  -0.442134E-05   0.749207E-06
   887   0.101562E+04   0.427509E+02   0.000000E+00  -0.412237E+02   0.499548E-08  -0.444557E-05   0.747333E-06
   888   0.101498E+04   0.426053E+02   0.000000E+00  -0.427868E+02   0.498610E-08  -0.446945E-05   0.745368E-06
   889   0.101449E+04   0.424525E+02   0.000000E+00  -0.443320E+02   0.497674E-08  -0.449297E-05   0.743313E-06
   890   0.101417E+04   0.422927E+02   0.000000E+00  -0.458580E+02   0.496741E-08  -0.451612E-05   0.741169E-06
   891   0.101399E+04   0.421259E+02   0.000000E+00  -0.473635E+02   0.495811E-08  -0.453890E-05   0.738936E-06
   892   0.101397E+04   0.419521E+02   0.000000E+00  -0.488473E+02   0.494883E-08  -0.456131E-05   0.736614E-06
   893   0.101410E+04   0.417713E+02   0.000000E+00  -0.503081E+02   0.493958E-08  -0.458332E-05   0.734204E-06
   894   0.101439E+04   0.415834E+02   0.000000E+00  -0.517447E+02   0.493035E-08  -0.460494E-05   0.731707E-06
   895   0.101481E+04   0.413886E+02   0.000000E+00  -0.531560E+02   0.492115E-08  -0.462617E-05   0.729123E-06
   896   0.101539E+04   0.411867E+02   0.000000E+00  -0.545406E+02   0.491198E-08  -0.464698E-05   0.726453E-06
   897   0.101612E+04   0.409778E+02   0.000000E+00  -0.558974E+02   0.490283E-08  -0.466739E-05   0.723697E-06
   898   0.101699E+04   0.407618E+02   0.000000E+00  -0.572253E+02   0.489370E-08  -0.468737E-05   0.720856E-06
   899   0.101801E+04   0.405388E+02   0.000000E+00  -0.585230E+02   0.488460E-08  -0.470693E-05   0.717931E-06
   900   0.101917E+04   0.403088E+02   0.000000E+00  -0.597894E+02   0.487552E-08  -0.472605E-05   0.714921E-06
   901   0.102047E+04   0.400716E+02   0.000000E+00  -0.610235E+02   0.486647E-08  -0.474474E-05   0.711829E-06
